dataset,figure,model,solution,source_id,source_kind,source_locator,source_sha256,value,value_note
WK,fig12_energy_tempgnn,JODIE,RTGA,vector_fig12,vector_geometry_digitization,Fig.12 bar:JODIE/WK/RTGA,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,5.905,Digitized from the vector bar geometry using the plotted broken-axis calibration.
MC,fig12_energy_tempgnn,JODIE,RTGA,vector_fig12,vector_geometry_digitization,Fig.12 bar:JODIE/MC/RTGA,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,5.59,Digitized from the vector bar geometry using the plotted broken-axis calibration.
RT,fig12_energy_tempgnn,JODIE,RTGA,vector_fig12,vector_geometry_digitization,Fig.12 bar:JODIE/RT/RTGA,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,6.299,Digitized from the vector bar geometry using the plotted broken-axis calibration.
LM,fig12_energy_tempgnn,JODIE,RTGA,vector_fig12,vector_geometry_digitization,Fig.12 bar:JODIE/LM/RTGA,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,8.031,Digitized from the vector bar geometry using the plotted broken-axis calibration.
WT,fig12_energy_tempgnn,JODIE,RTGA,vector_fig12,vector_geometry_digitization,Fig.12 bar:JODIE/WT/RTGA,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,7.401,Digitized from the vector bar geometry using the plotted broken-axis calibration.
GT,fig12_energy_tempgnn,JODIE,RTGA,vector_fig12,vector_geometry_digitization,Fig.12 bar:JODIE/GT/RTGA,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,8.975,Digitized from the vector bar geometry using the plotted broken-axis calibration.
WK,fig12_energy_tempgnn,TGN,RTGA,vector_fig12,vector_geometry_digitization,Fig.12 bar:TGN/WK/RTGA,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,6.062,Digitized from the vector bar geometry using the plotted broken-axis calibration.
MC,fig12_energy_tempgnn,TGN,RTGA,vector_fig12,vector_geometry_digitization,Fig.12 bar:TGN/MC/RTGA,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,5.826,Digitized from the vector bar geometry using the plotted broken-axis calibration.
RT,fig12_energy_tempgnn,TGN,RTGA,vector_fig12,vector_geometry_digitization,Fig.12 bar:TGN/RT/RTGA,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,6.535,Digitized from the vector bar geometry using the plotted broken-axis calibration.
LM,fig12_energy_tempgnn,TGN,RTGA,vector_fig12,vector_geometry_digitization,Fig.12 bar:TGN/LM/RTGA,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,8.188,Digitized from the vector bar geometry using the plotted broken-axis calibration.
WT,fig12_energy_tempgnn,TGN,RTGA,vector_fig12,vector_geometry_digitization,Fig.12 bar:TGN/WT/RTGA,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,7.637,Digitized from the vector bar geometry using the plotted broken-axis calibration.
GT,fig12_energy_tempgnn,TGN,RTGA,vector_fig12,vector_geometry_digitization,Fig.12 bar:TGN/GT/RTGA,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,9.212,Digitized from the vector bar geometry using the plotted broken-axis calibration.
WK,fig12_energy_tempgnn,TGAT,RTGA,vector_fig12,vector_geometry_digitization,Fig.12 bar:TGAT/WK/RTGA,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,4.015,Digitized from the vector bar geometry using the plotted broken-axis calibration.
MC,fig12_energy_tempgnn,TGAT,RTGA,vector_fig12,vector_geometry_digitization,Fig.12 bar:TGAT/MC/RTGA,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,3.779,Digitized from the vector bar geometry using the plotted broken-axis calibration.
RT,fig12_energy_tempgnn,TGAT,RTGA,vector_fig12,vector_geometry_digitization,Fig.12 bar:TGAT/RT/RTGA,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,4.33,Digitized from the vector bar geometry using the plotted broken-axis calibration.
LM,fig12_energy_tempgnn,TGAT,RTGA,vector_fig12,vector_geometry_digitization,Fig.12 bar:TGAT/LM/RTGA,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,5.275,Digitized from the vector bar geometry using the plotted broken-axis calibration.
WT,fig12_energy_tempgnn,TGAT,RTGA,vector_fig12,vector_geometry_digitization,Fig.12 bar:TGAT/WT/RTGA,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,4.724,Digitized from the vector bar geometry using the plotted broken-axis calibration.
GT,fig12_energy_tempgnn,TGAT,RTGA,vector_fig12,vector_geometry_digitization,Fig.12 bar:TGAT/GT/RTGA,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,5.511,Digitized from the vector bar geometry using the plotted broken-axis calibration.
WK,fig12_energy_tempgnn,APAN,RTGA,vector_fig12,vector_geometry_digitization,Fig.12 bar:APAN/WK/RTGA,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,5.983,Digitized from the vector bar geometry using the plotted broken-axis calibration.
MC,fig12_energy_tempgnn,APAN,RTGA,vector_fig12,vector_geometry_digitization,Fig.12 bar:APAN/MC/RTGA,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,5.669,Digitized from the vector bar geometry using the plotted broken-axis calibration.
RT,fig12_energy_tempgnn,APAN,RTGA,vector_fig12,vector_geometry_digitization,Fig.12 bar:APAN/RT/RTGA,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,6.377,Digitized from the vector bar geometry using the plotted broken-axis calibration.
LM,fig12_energy_tempgnn,APAN,RTGA,vector_fig12,vector_geometry_digitization,Fig.12 bar:APAN/LM/RTGA,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,8.109,Digitized from the vector bar geometry using the plotted broken-axis calibration.
WT,fig12_energy_tempgnn,APAN,RTGA,vector_fig12,vector_geometry_digitization,Fig.12 bar:APAN/WT/RTGA,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,7.479,Digitized from the vector bar geometry using the plotted broken-axis calibration.
GT,fig12_energy_tempgnn,APAN,RTGA,vector_fig12,vector_geometry_digitization,Fig.12 bar:APAN/GT/RTGA,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,9.133,Digitized from the vector bar geometry using the plotted broken-axis calibration.
AVG,fig12_energy_tempgnn,AVG,RTGA,vector_fig12,vector_geometry_digitization,Fig.12 AVG bar:RTGA,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,6.535,"Digitized from the explicit AVG bar, not recomputed from rounded point values."
WK,fig12_energy_tempgnn,JODIE,TempGNN,vector_fig12,vector_geometry_digitization,Fig.12 bar:JODIE/WK/TempGNN,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,1.0,Digitized from the vector bar geometry using the plotted broken-axis calibration.
MC,fig12_energy_tempgnn,JODIE,TempGNN,vector_fig12,vector_geometry_digitization,Fig.12 bar:JODIE/MC/TempGNN,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,1.0,Digitized from the vector bar geometry using the plotted broken-axis calibration.
RT,fig12_energy_tempgnn,JODIE,TempGNN,vector_fig12,vector_geometry_digitization,Fig.12 bar:JODIE/RT/TempGNN,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,1.0,Digitized from the vector bar geometry using the plotted broken-axis calibration.
LM,fig12_energy_tempgnn,JODIE,TempGNN,vector_fig12,vector_geometry_digitization,Fig.12 bar:JODIE/LM/TempGNN,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,1.0,Digitized from the vector bar geometry using the plotted broken-axis calibration.
WT,fig12_energy_tempgnn,JODIE,TempGNN,vector_fig12,vector_geometry_digitization,Fig.12 bar:JODIE/WT/TempGNN,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,1.0,Digitized from the vector bar geometry using the plotted broken-axis calibration.
GT,fig12_energy_tempgnn,JODIE,TempGNN,vector_fig12,vector_geometry_digitization,Fig.12 bar:JODIE/GT/TempGNN,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,1.0,Digitized from the vector bar geometry using the plotted broken-axis calibration.
WK,fig12_energy_tempgnn,TGN,TempGNN,vector_fig12,vector_geometry_digitization,Fig.12 bar:TGN/WK/TempGNN,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,1.0,Digitized from the vector bar geometry using the plotted broken-axis calibration.
MC,fig12_energy_tempgnn,TGN,TempGNN,vector_fig12,vector_geometry_digitization,Fig.12 bar:TGN/MC/TempGNN,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,1.0,Digitized from the vector bar geometry using the plotted broken-axis calibration.
RT,fig12_energy_tempgnn,TGN,TempGNN,vector_fig12,vector_geometry_digitization,Fig.12 bar:TGN/RT/TempGNN,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,1.0,Digitized from the vector bar geometry using the plotted broken-axis calibration.
LM,fig12_energy_tempgnn,TGN,TempGNN,vector_fig12,vector_geometry_digitization,Fig.12 bar:TGN/LM/TempGNN,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,1.0,Digitized from the vector bar geometry using the plotted broken-axis calibration.
WT,fig12_energy_tempgnn,TGN,TempGNN,vector_fig12,vector_geometry_digitization,Fig.12 bar:TGN/WT/TempGNN,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,1.0,Digitized from the vector bar geometry using the plotted broken-axis calibration.
GT,fig12_energy_tempgnn,TGN,TempGNN,vector_fig12,vector_geometry_digitization,Fig.12 bar:TGN/GT/TempGNN,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,1.0,Digitized from the vector bar geometry using the plotted broken-axis calibration.
WK,fig12_energy_tempgnn,TGAT,TempGNN,vector_fig12,vector_geometry_digitization,Fig.12 bar:TGAT/WK/TempGNN,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,1.0,Digitized from the vector bar geometry using the plotted broken-axis calibration.
MC,fig12_energy_tempgnn,TGAT,TempGNN,vector_fig12,vector_geometry_digitization,Fig.12 bar:TGAT/MC/TempGNN,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,1.0,Digitized from the vector bar geometry using the plotted broken-axis calibration.
RT,fig12_energy_tempgnn,TGAT,TempGNN,vector_fig12,vector_geometry_digitization,Fig.12 bar:TGAT/RT/TempGNN,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,1.0,Digitized from the vector bar geometry using the plotted broken-axis calibration.
LM,fig12_energy_tempgnn,TGAT,TempGNN,vector_fig12,vector_geometry_digitization,Fig.12 bar:TGAT/LM/TempGNN,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,1.0,Digitized from the vector bar geometry using the plotted broken-axis calibration.
WT,fig12_energy_tempgnn,TGAT,TempGNN,vector_fig12,vector_geometry_digitization,Fig.12 bar:TGAT/WT/TempGNN,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,1.0,Digitized from the vector bar geometry using the plotted broken-axis calibration.
GT,fig12_energy_tempgnn,TGAT,TempGNN,vector_fig12,vector_geometry_digitization,Fig.12 bar:TGAT/GT/TempGNN,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,1.0,Digitized from the vector bar geometry using the plotted broken-axis calibration.
WK,fig12_energy_tempgnn,APAN,TempGNN,vector_fig12,vector_geometry_digitization,Fig.12 bar:APAN/WK/TempGNN,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,1.0,Digitized from the vector bar geometry using the plotted broken-axis calibration.
MC,fig12_energy_tempgnn,APAN,TempGNN,vector_fig12,vector_geometry_digitization,Fig.12 bar:APAN/MC/TempGNN,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,1.0,Digitized from the vector bar geometry using the plotted broken-axis calibration.
RT,fig12_energy_tempgnn,APAN,TempGNN,vector_fig12,vector_geometry_digitization,Fig.12 bar:APAN/RT/TempGNN,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,1.0,Digitized from the vector bar geometry using the plotted broken-axis calibration.
LM,fig12_energy_tempgnn,APAN,TempGNN,vector_fig12,vector_geometry_digitization,Fig.12 bar:APAN/LM/TempGNN,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,1.0,Digitized from the vector bar geometry using the plotted broken-axis calibration.
WT,fig12_energy_tempgnn,APAN,TempGNN,vector_fig12,vector_geometry_digitization,Fig.12 bar:APAN/WT/TempGNN,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,1.0,Digitized from the vector bar geometry using the plotted broken-axis calibration.
GT,fig12_energy_tempgnn,APAN,TempGNN,vector_fig12,vector_geometry_digitization,Fig.12 bar:APAN/GT/TempGNN,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,1.0,Digitized from the vector bar geometry using the plotted broken-axis calibration.
AVG,fig12_energy_tempgnn,AVG,TempGNN,vector_fig12,vector_geometry_digitization,Fig.12 AVG bar:TempGNN,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,1.0,"Digitized from the explicit AVG bar, not recomputed from rounded point values."
