dataset,figure,model,solution,source_id,source_kind,source_locator,source_sha256,value,value_note
WT,fig10_speedup_tglite_cpu,APAN,TempGNN-G,workbook_b,exact_workbook_value,Sheet1!U53,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,12.85,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped."
WT,fig10_speedup_tglite_cpu,APAN,TempGNN,workbook_b,exact_workbook_value,Sheet1!V53,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,142.3,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped."
GT,fig10_speedup_tglite_cpu,APAN,TGLite-CPU,workbook_b,exact_workbook_value,Sheet1!S54,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,1.0,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped."
GT,fig10_speedup_tglite_cpu,APAN,Cascade,workbook_b,exact_workbook_value,Sheet1!T54,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,6.12,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped."
GT,fig10_speedup_tglite_cpu,APAN,TempGNN-G,workbook_b,exact_workbook_value,Sheet1!U54,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,13.45,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped."
GT,fig10_speedup_tglite_cpu,APAN,TempGNN,workbook_b,exact_workbook_value,Sheet1!V54,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,156.4,"Exact workbook value. Model blocks follow the published figure axis (JODIE, TGN, TGAT, APAN); two neighboring workbook labels are swapped."
AVG,fig10_speedup_tglite_cpu,AVG,TGLite-CPU,workbook_b,exact_workbook_value,Sheet1!S55,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,1.0,Explicit overall cell from the author plotting workbook.
AVG,fig10_speedup_tglite_cpu,AVG,Cascade,workbook_b,exact_workbook_value,Sheet1!T55,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,5.22,Explicit overall cell from the author plotting workbook.
AVG,fig10_speedup_tglite_cpu,AVG,TempGNN-G,workbook_b,exact_workbook_value,Sheet1!U55,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,10.85,Explicit overall cell from the author plotting workbook.
AVG,fig10_speedup_tglite_cpu,AVG,TempGNN,workbook_b,exact_workbook_value,Sheet1!V55,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,132.8,Explicit overall cell from the author plotting workbook.
